ID,CaseNumber,Date,Block,IUCR,PrimaryType,Description,LocationDescription,Arrest,Domestic,Beat,District,Ward,CommunityArea,FBICode,XCoordinate,YCoordinate,Year,UpdatedOn,Latitude,Longitude,Location
11370712,JB336959,07-05-2018 17:43,038XX W MAYPOLE AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,1122,11,28,26,26,1150737,1900939,2018,07-12-2018 15:56,41.88407241,-87.72193684,"(41.884072411, -87.721936843)"
11370714,JB336893,07-05-2018 16:22,020XX N KOSTNER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,TRUE,FALSE,2522,25,31,20,15,1146721,1913403,2018,07-12-2018 15:56,41.91835252,-87.73636568,"(41.918352521, -87.736365677)"
11370726,JB337069,07-05-2018 19:28,029XX N ASHLAND AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1931,19,32,6,6,1165142,1919763,2018,07-12-2018 15:56,41.93543292,-87.66850434,"(41.935432921, -87.668504341)"
11370734,JB337120,07-05-2018 19:27,026XX E 79TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,TRUE,FALSE,421,4,7,43,15,1195417,1853105,2018,07-12-2018 15:56,41.7518231,-87.55945167,"(41.751823096, -87.559451673)"
11370736,JB336977,07-05-2018 16:45,088XX S COTTAGE GROVE AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,ALLEY,TRUE,FALSE,632,6,8,44,18,1183114,1846324,2018,07-12-2018 15:56,41.73351011,-87.60474629,"(41.733510114, -87.604746291)"
11370737,JB337227,07-05-2018 21:12,074XX S ST LAWRENCE AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,323,3,6,69,18,1181524,1855798,2018,07-12-2018 15:56,41.75954461,-87.61027955,"(41.759544609, -87.610279546)"
11370739,JB337210,07-05-2018 20:52,051XX S KOSTNER AVE,2022,NARCOTICS,POSS: COCAINE,ALLEY,TRUE,FALSE,815,8,23,57,18,1147901,1870125,2018,07-12-2018 15:56,41.79956967,-87.73314176,"(41.799569666, -87.733141763)"
11370741,JB337172,07-05-2018 20:36,059XX S MORGAN ST,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,GAS STATION,TRUE,FALSE,712,7,16,68,18,1170659,1865532,2018,07-12-2018 15:56,41.78649959,-87.64981588,"(41.786499587, -87.649815884)"
11370746,JB337224,07-05-2018 21:00,007XX N SPRINGFIELD AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1112,11,27,23,18,1150258,1904613,2018,07-12-2018 15:56,41.89416361,-87.72359993,"(41.894163607, -87.72359993)"
11370751,JB337207,07-05-2018 21:02,046XX W IRVING PARK RD,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1722,17,45,15,6,1144677,1926187,2018,07-12-2018 15:56,41.95347181,-87.74355244,"(41.95347181, -87.743552438)"
11370756,JB337272,07-05-2018 22:04,003XX E 131ST PL,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,533,5,9,54,08A,1180787,1818299,2018,07-12-2018 15:56,41.6566594,-87.61412845,"(41.656659397, -87.614128452)"
11370761,JB337234,07-05-2018 21:30,0000X N KEELER AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1115,11,28,26,18,1148389,1899822,2018,07-12-2018 15:56,41.88105282,-87.73058784,"(41.881052817, -87.730587836)"
11370776,JB337265,07-05-2018 21:36,039XX W OHIO ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1122,11,27,23,18,1149823,1903713,2018,07-12-2018 15:56,41.89170238,-87.72522099,"(41.891702384, -87.725220988)"
11370778,JB337122,07-05-2018 19:56,074XX S STONY ISLAND AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,324,3,8,43,26,1188218,1855753,2018,07-12-2018 15:56,41.75926411,-87.58574794,"(41.75926411, -87.585747936)"
11370779,JB337232,07-05-2018 21:27,004XX E 66TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,FALSE,312,3,20,42,26,1180254,1861347,2018,07-12-2018 15:56,41.77480084,-87.61476413,"(41.774800839, -87.614764129)"
11370782,JB337104,07-05-2018 12:00,045XX W NORTH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,TRUE,TRUE,2533,25,37,23,08B,1145953,1910249,2018,07-12-2018 15:56,41.90971226,-87.73926766,"(41.90971226, -87.73926766)"
11370783,JB337225,07-05-2018 21:21,119XX S CALUMET AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,532,5,9,53,08B,1180370,1825895,2018,07-12-2018 15:56,41.67751351,-87.61542276,"(41.677513514, -87.615422762)"
11370787,JB336994,07-05-2018 18:20,024XX W BERWYN AVE,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,TRUE,TRUE,2011,20,40,4,04B,1158932,1935114,2018,07-12-2018 15:56,41.97768681,-87.6909035,"(41.97768681, -87.6909035)"
11370790,JB337231,07-05-2018 21:15,049XX S WESTERN AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,923,9,16,63,18,1161208,1871732,2018,07-12-2018 15:56,41.80371414,-87.68429662,"(41.803714143, -87.684296622)"
11370791,JB337245,07-05-2018 22:13,006XX W 124TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,523,5,34,53,15,1174142,1822651,2018,07-12-2018 15:56,41.66875159,-87.63831491,"(41.668751589, -87.638314909)"
11370792,JB337248,07-05-2018 21:21,036XX W OGDEN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1014,10,24,29,18,1152598,1890161,2018,07-12-2018 15:56,41.8544598,-87.71538792,"(41.854459796, -87.715387915)"
11370794,JB337285,07-05-2018 22:15,042XX N CALIFORNIA AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,PARK PROPERTY,TRUE,FALSE,1724,17,33,16,08A,1156956,1927944,2018,07-12-2018 15:56,41.95805237,-87.69836564,"(41.958052372, -87.698365637)"
11370802,JB337238,07-05-2018 21:46,079XX S COTTAGE GROVE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,CTA BUS STOP,TRUE,FALSE,624,6,8,44,15,1182930,1852635,2018,07-12-2018 15:56,41.75083246,-87.60522475,"(41.750832464, -87.605224746)"
11370805,JB337318,07-05-2018 23:04,079XX S EXCHANGE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,TRUE,FALSE,422,4,7,46,26,1197209,1852940,2018,07-12-2018 15:56,41.75132591,-87.55289045,"(41.751325905, -87.552890447)"
11370808,JB337286,07-05-2018 22:25,052XX W CHICAGO AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,1524,15,37,25,18,1141332,1904828,2018,07-12-2018 15:56,41.89492298,-87.75637742,"(41.894922978, -87.756377416)"
11370810,JB337298,07-05-2018 23:05,069XX N SHERIDAN RD,560,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,2431,24,49,1,08A,1166828,1946057,2018,07-12-2018 15:56,42.00754849,-87.6615505,"(42.007548485, -87.661550495)"
11370813,JB337240,07-05-2018 22:05,017XX W HOWARD ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,2422,24,49,1,6,1163126,1950347,2018,07-12-2018 15:56,42.01939924,-87.67504949,"(42.019399237, -87.675049485)"
11370817,JB337303,07-05-2018 22:42,039XX W DIVISION ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,TRUE,FALSE,1112,11,27,23,15,1149915,1907716,2018,07-12-2018 15:56,41.90268524,-87.72477883,"(41.902685237, -87.724778833)"
11370820,JB337300,07-05-2018 22:38,031XX N CLARK ST,1330,CRIMINAL TRESPASS,TO LAND,CONSTRUCTION SITE,TRUE,FALSE,1933,19,44,6,26,1170274,1920971,2018,07-12-2018 15:56,41.93863697,-87.64960867,"(41.938636968, -87.64960867)"
11370822,JB337344,07-05-2018 23:39,040XX W CARROLL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1114,11,28,26,18,1149329,1901928,2018,07-12-2018 15:56,41.88681375,-87.72708156,"(41.886813745, -87.727081557)"
11370825,JB337297,07-05-2018 20:35,062XX S DR MARTIN LUTHER KING JR DR,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,311,3,20,40,18,1179993,1863671,2018,07-12-2018 15:56,41.78118411,-87.61564981,"(41.781184105, -87.615649806)"
11370826,JB337305,07-05-2018 22:16,041XX N BROADWAY,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,TRUE,FALSE,1915,19,46,3,14,1169512,1927719,2018,07-12-2018 15:56,41.95717039,-87.6522121,"(41.957170386, -87.652212098)"
11370829,JB337304,07-05-2018 21:30,107XX S GLENROY AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SIDEWALK,TRUE,FALSE,2234,22,34,75,26,1168668,1833610,2018,07-12-2018 15:56,41.69894434,-87.6580344,"(41.698944339, -87.658034401)"
11370832,JB337353,07-05-2018 23:58,013XX W 91ST ST,142A,WEAPONS VIOLATION,UNLAWFUL SALE HANDGUN,SIDEWALK,TRUE,FALSE,2222,22,21,73,15,1169060,1844421,2018,07-12-2018 15:56,41.72860294,-87.65628781,"(41.728602941, -87.656287811)"
11370835,JB337274,07-05-2018 22:07,002XX W 75TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,623,6,17,69,15,1175939,1855239,2018,07-12-2018 15:56,41.75813764,-87.63076506,"(41.758137641, -87.63076506)"
11370837,JB337033,07-05-2018 18:20,108XX S EDBROOKE AVE,560,ASSAULT,SIMPLE,SIDEWALK,TRUE,TRUE,513,5,9,49,08A,1179165,1833193,2018,07-12-2018 15:56,41.69756775,-87.6196121,"(41.69756775, -87.619612099)"
11370845,JB337311,07-05-2018 22:39,017XX N SPRINGFIELD AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,2535,25,30,20,18,1150109,1911349,2018,07-12-2018 15:56,41.91265076,-87.72397143,"(41.912650763, -87.723971431)"
11370850,JB337342,07-05-2018 23:35,051XX W MADISON ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,TRUE,FALSE,1533,15,28,25,18,1142000,1899535,2018,07-12-2018 15:56,41.88038599,-87.75405523,"(41.880385989, -87.754055231)"
11370852,JB337340,07-05-2018 11:55,048XX W NORTH AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,2533,25,37,25,6,1143844,1910199,2018,07-12-2018 15:56,41.90961488,-87.74701658,"(41.909614875, -87.747016581)"
11370854,JB337330,07-05-2018 22:55,020XX W 111TH ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,TRUE,FALSE,2212,22,19,75,6,1164721,1831020,2018,07-12-2018 15:56,41.69192095,-87.67255928,"(41.691920951, -87.672559281)"
11370866,JB337306,07-05-2018 23:10,091XX S HALSTED ST,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,2223,22,21,73,08A,1172582,1844211,2018,07-12-2018 15:56,41.72794993,-87.64339214,"(41.727949927, -87.643392135)"
11370871,JB337356,07-05-2018 23:59,052XX W CRYSTAL ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,2532,25,37,25,26,1141137,1907822,2018,07-12-2018 15:56,41.90314246,-87.75701974,"(41.903142462, -87.75701974)"
11370874,JB337391,07-05-2018 22:55,020XX W 110TH PL,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,TRUE,FALSE,2212,22,19,75,6,1164617,1831445,2018,07-12-2018 15:56,41.69308941,-87.67292811,"(41.693089413, -87.672928111)"
11370883,JB337310,07-05-2018 23:05,006XX E 87TH PL,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,TRUE,TRUE,632,6,6,44,04A,1181989,1847104,2018,07-12-2018 15:56,41.73567658,-87.60884363,"(41.735676584, -87.608843632)"
11370892,JB337362,07-05-2018 23:54,019XX W MELROSE ST,810,THEFT,OVER $500,SIDEWALK,TRUE,FALSE,1922,19,32,5,6,1162935,1921596,2018,07-12-2018 15:56,41.94050946,-87.67656356,"(41.940509456, -87.676563561)"
11370935,JB337415,07-05-2018 23:30,028XX S TRUMBULL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1032,10,22,30,08B,1153830,1884867,2018,07-12-2018 15:56,41.83990801,-87.71100675,"(41.839908009, -87.711006749)"
11371417,JB338111,07-05-2018 19:00,115XX S HALSTED ST,860,THEFT,RETAIL THEFT,GAS STATION,TRUE,FALSE,524,5,34,53,6,1173048,1828494,2018,07-12-2018 15:56,41.68480988,-87.64214721,"(41.684809877, -87.642147208)"
11372981,JB340169,07-05-2018 04:45,020XX S WENTWORTH AVE,810,THEFT,OVER $500,BAR OR TAVERN,TRUE,FALSE,914,9,25,34,6,1175356,1890576,2018,07-12-2018 15:56,41.85511878,-87.63184466,"(41.855118781, -87.631844657)"
11361977,JB325506,6/27/2018 20:03,005XX S KOSTNER AVE,560,ASSAULT,SIMPLE,CONVENIENCE STORE,TRUE,FALSE,1131,11,24,26,08A,1147140,1897299,2018,7/13/2018 15:47,41.87415339,-87.73523869,"(41.874153389, -87.735238688)"
11367463,JB332804,07-02-2018 17:28,047XX W NORTH AVE,820,THEFT,$500 AND UNDER,CAR WASH,TRUE,FALSE,2533,25,37,25,6,1144702,1910218,2018,7/13/2018 15:47,41.90965088,-87.74386414,"(41.909650876, -87.74386414)"
11368034,JB333420,07-03-2018 11:13,012XX S WABASH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,TRUE,FALSE,131,1,2,33,7,1176963,1894862,2018,7/13/2018 15:47,41.86684367,-87.62581667,"(41.866843668, -87.625816668)"
11369480,JB335423,07-04-2018 19:21,006XX N LAKE SHORE DR,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,LAKEFRONT/WATERFRONT/RIVERBANK,TRUE,FALSE,1834,18,42,8,15,1179761,1904812,2018,7/13/2018 15:47,41.89408322,-87.61523937,"(41.894083224, -87.615239374)"
11369539,JB335571,07-04-2018 22:00,004XX E RANDOLPH ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,114,1,42,32,04B,1179325,1901333,2018,7/13/2018 15:47,41.88454669,-87.61694731,"(41.884546689, -87.616947314)"
11369588,JB335522,07-04-2018 22:00,018XX W CHICAGO AVE,460,BATTERY,SIMPLE,CTA BUS,TRUE,FALSE,1212,12,1,24,08B,1164089,1905378,2018,7/13/2018 15:47,41.89598188,-87.67278133,"(41.895981875, -87.672781334)"
11369646,JB335766,07-05-2018 01:00,016XX W 49TH ST,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,931,9,20,61,08B,1166328,1872224,2018,7/13/2018 15:47,41.80495662,-87.66550496,"(41.804956619, -87.665504963)"
11369766,JB335832,07-05-2018 02:14,079XX S MERRILL AVE,454,BATTERY,AGG PO HANDS NO/MIN INJURY,APARTMENT,TRUE,FALSE,414,4,8,46,08B,1191909,1852846,2018,7/13/2018 15:47,41.75119824,-87.57231503,"(41.751198244, -87.572315031)"
11369857,JB335905,07-05-2018 02:53,066XX S WOODLAWN AVE,3760,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,321,3,5,42,24,1185357,1861216,2018,7/13/2018 15:47,41.77432284,-87.59606164,"(41.774322836, -87.596061639)"
11370471,JB336880,07-05-2018 17:15,0000X S MIDWAY ST,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,TRUE,FALSE,813,8,23,56,15,1145919,1866019,2018,7/13/2018 15:47,41.78833989,-87.74051423,"(41.788339891, -87.740514226)"
11370529,JB336935,07-05-2018 17:48,069XX S CALUMET AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,322,3,6,69,04A,1179685,1858836,2018,7/13/2018 15:47,41.76792342,-87.61692665,"(41.767923424, -87.616926654)"
11370697,JB336870,07-05-2018 17:18,062XX S DR MARTIN LUTHER KING JR DR,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,311,3,20,40,15,1179993,1863671,2018,7/13/2018 15:47,41.78118411,-87.61564981,"(41.781184105, -87.615649806)"
11370738,JB337105,07-05-2018 17:55,023XX S PRINCETON AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,TRUE,FALSE,914,9,25,34,24,1174585,1888618,2018,7/13/2018 15:47,41.84976313,-87.63473302,"(41.849763133, -87.634733015)"
11370853,JB337379,07-06-2018 00:20,011XX W 19TH PL,2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,1235,12,25,31,18,1169256,1890822,2018,7/13/2018 15:50,41.8559284,-87.65422711,"(41.855928396, -87.654227111)"
11370861,JB337388,07-06-2018 01:29,052XX W LAKE ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1523,15,28,25,18,1141185,1902045,2018,7/13/2018 15:50,41.8872888,-87.75698597,"(41.887288799, -87.756985971)"
11370865,JB337394,07-06-2018 01:00,053XX W CHICAGO AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,1524,15,37,25,26,1140422,1904813,2018,7/13/2018 15:50,41.89489856,-87.75972002,"(41.894898559, -87.759720016)"
11370876,JB337392,07-06-2018 00:16,070XX S CALUMET AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,TRUE,FALSE,322,3,6,69,18,1179693,1858561,2018,7/13/2018 15:50,41.76716861,-87.61690573,"(41.767168612, -87.616905727)"
11370877,JB337407,07-06-2018 01:44,063XX S COTTAGE GROVE AVE,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,TRUE,FALSE,312,3,20,42,26,1182652,1863185,2018,7/13/2018 15:50,41.77978916,-87.60591652,"(41.779789164, -87.605916519)"
11377141,JB330014,6/30/2018 22:50,120XX S DOTY AVE W,5011,OTHER OFFENSE,LICENSE VIOLATION,OTHER,TRUE,FALSE,532,5,9,54,26,1161162,1873367,2018,7/13/2018 15:47,41.65732255,-87.60612162,"(41.657322547, -87.606121623)"
11370879,JB337387,07-06-2018 01:30,047XX S WESTERN AVE,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,922,9,12,58,08B,1167996,1932421,2018,7/13/2018 15:50,41.80820174,-87.68442005,"(41.808201741, -87.684420054)"
11370885,JB337386,07-06-2018 00:30,048XX N WINTHROP AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARK PROPERTY,TRUE,FALSE,2033,20,46,3,15,1194504,1855458,2018,7/13/2018 15:50,41.97010577,-87.65764903,"(41.970105766, -87.657649028)"
11370889,JB337419,07-06-2018 02:09,075XX S KINGSTON AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,TRUE,FALSE,421,4,7,43,18,1180045,1861756,2018,7/13/2018 15:50,41.7583024,-87.56272009,"(41.758302395, -87.562720094)"
11370894,JB337319,07-06-2018 00:18,065XX S DR MARTIN LUTHER KING JR DR,498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,TRUE,TRUE,312,3,20,69,04B,1179085,1856666,2018,7/13/2018 15:50,41.77592797,-87.61551777,"(41.775927965, -87.61551777)"
11370898,JB337430,07-06-2018 02:31,002XX E 73RD ST,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,TRUE,FALSE,323,3,6,69,26,1154031,1899817,2018,7/13/2018 15:50,41.7619824,-87.61919195,"(41.761982403, -87.619191949)"
11370899,JB337402,07-06-2018 02:07,033XX W MADISON ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,1124,11,28,27,18,1144001,1901209,2018,7/13/2018 15:50,41.88092849,-87.70987078,"(41.880928493, -87.709870779)"
11370902,JB337413,07-06-2018 01:47,002XX N LA CROSSE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1532,15,28,25,18,1147701,1865449,2018,7/13/2018 15:50,41.88494235,-87.74666565,"(41.884942349, -87.746665654)"
11370903,JB337424,07-06-2018 02:43,058XX S KENNETH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,813,8,13,62,18,1183263,1853117,2018,7/13/2018 15:50,41.78674182,-87.73399478,"(41.786741817, -87.733994777)"
11370904,JB337399,07-06-2018 01:03,078XX S MARYLAND AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,TRUE,FALSE,624,6,6,69,18,1159134,1862481,2018,7/13/2018 15:50,41.75214738,-87.60398951,"(41.752147383, -87.603989513)"
11370911,JB337382,07-06-2018 01:06,063XX S FAIRFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,825,8,15,66,08B,1142175,1898418,2018,7/13/2018 15:50,41.77837086,-87.6921561,"(41.778370863, -87.692156096)"
11370912,JB337401,07-06-2018 01:44,002XX S LEAMINGTON AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1533,15,28,25,18,1195972,1855576,2018,7/13/2018 15:50,41.87731756,-87.75344035,"(41.877317558, -87.753440353)"
11370918,JB337432,07-06-2018 02:38,075XX S COLES AVE,560,ASSAULT,SIMPLE,STREET,TRUE,TRUE,421,4,7,43,08A,1165322,1860252,2018,7/13/2018 15:50,41.75858999,-87.55733622,"(41.758589985, -87.557336222)"
11370934,JB337429,07-06-2018 02:50,018XX W MARQUETTE RD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,726,7,15,67,15,1171640,1878054,2018,7/13/2018 15:50,41.77212534,-87.66953355,"(41.772125344, -87.669533548)"
11370942,JB337409,07-06-2018 01:46,040XX S HALSTED ST,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,FALSE,925,9,11,61,18,1180323,1863728,2018,7/13/2018 15:50,41.82083981,-87.64585181,"(41.820839809, -87.645851809)"
11370957,JB337389,07-06-2018 00:48,062XX S VERNON AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,TRUE,FALSE,313,3,20,42,18,1176000,1893701,2018,7/13/2018 15:50,41.78133295,-87.61443822,"(41.781332954, -87.61443822)"
11370959,JB337444,07-06-2018 02:40,014XX S FEDERAL ST,820,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,131,1,2,33,6,1177145,1854993,2018,7/13/2018 15:50,41.86367953,-87.62938687,"(41.863679533, -87.629386868)"
11370998,JB337485,07-06-2018 02:58,075XX S LAFAYETTE AVE,1479,CONCEALED CARRY LICENSE VIOLATION,ARMED WHILE UNDER THE INFLUENCE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,623,6,6,69,15,1152032,1913891,2018,7/13/2018 15:50,41.75743548,-87.62635263,"(41.757435477, -87.626352626)"
11370999,JB337445,07-06-2018 02:09,021XX N CENTRAL PARK AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,TRUE,FALSE,2525,25,26,22,15,1172968,1913879,2018,7/13/2018 15:50,41.91958853,-87.71683964,"(41.91958853, -87.716839639)"
11371000,JB337463,07-06-2018 04:06,020XX N LINCOLN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,1812,18,43,7,08B,1154038,1899817,2018,7/13/2018 15:50,41.91911684,-87.63991846,"(41.919116842, -87.639918455)"
11371035,JB337515,07-06-2018 06:44,033XX W MADISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1123,11,28,27,18,1172143,1836200,2018,7/13/2018 15:50,41.88092835,-87.70984508,"(41.880928354, -87.709845075)"
11371052,JB337597,07-06-2018 08:30,103XX S PEORIA ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,TRUE,TRUE,2232,22,34,73,04B,1155456,1899850,2018,7/13/2018 15:50,41.70597622,-87.64523481,"(41.705976221, -87.645234805)"
11371124,JB337691,07-06-2018 10:20,031XX W MADISON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1124,11,28,27,18,1176365,1905732,2018,7/13/2018 15:50,41.88099052,-87.70463737,"(41.880990522, -87.70463737)"
11371134,JB337701,07-06-2018 10:26,0000X E CHICAGO AVE,560,ASSAULT,SIMPLE,RESTAURANT,TRUE,FALSE,1833,18,42,8,08A,1143472,1873417,2018,7/13/2018 15:50,41.89668507,-87.62768386,"(41.896685066, -87.627683859)"
11371145,JB337686,07-06-2018 08:21,046XX S LAWLER AVE,2029,NARCOTICS,POSS: HEROIN(BLACK TAR),STREET,TRUE,FALSE,814,8,23,56,18,1162340,1831999,2018,7/13/2018 15:50,41.80868715,-87.7493023,"(41.808687153, -87.749302303)"
11371157,JB337734,07-06-2018 10:45,109XX S WESTERN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2212,22,19,75,08B,1152351,1910401,2018,7/13/2018 15:50,41.69465729,-87.68124936,"(41.694657291, -87.68124936)"
11371179,JB337806,07-06-2018 11:16,035XX W NORTH AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,1422,14,26,23,26,1188674,1842304,2018,7/13/2018 15:50,41.91000536,-87.71575991,"(41.91000536, -87.715759913)"
11371182,JB337800,07-06-2018 11:22,016XX E 95TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,413,4,8,51,18,1143648,1897561,2018,7/13/2018 15:50,41.72234786,-87.58450564,"(41.722347855, -87.584505639)"
11371194,JB337798,07-06-2018 11:39,049XX W VAN BUREN ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,TRUE,FALSE,1533,15,24,25,18,1172111,1908362,2018,7/13/2018 15:50,41.87493841,-87.7480533,"(41.874938406, -87.748053297)"
11371199,JB337777,07-06-2018 10:00,012XX N LARRABEE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1822,18,27,8,6,1144531,1895566,2018,7/13/2018 15:50,41.90399688,-87.64323024,"(41.903996883, -87.643230238)"
11371206,JB337536,07-06-2018 07:30,009XX S CICERO AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1131,11,24,25,6,1193452,1857963,2018,7/13/2018 15:50,41.86944731,-87.74486147,"(41.869447309, -87.744861466)"
